# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_6	cds	7937	8233	-	JJLLKI_02287		DUF4942 domain-containing protein	SO:0001217, UniParc:UPI000DD1811E, UniRef:UniRef100_A0A447P3T0, UniRef:UniRef50_A0A636JSD7, UniRef:UniRef90_A0A636JSD7
contig_6	cds	8399	8575	-	JJLLKI_02288		ATP-binding protein	SO:0001217, UniParc:UPI000230A93B, UniRef:UniRef100_A0A6C8GG69, UniRef:UniRef50_G5LVK0, UniRef:UniRef90_A0A447JA40
contig_6	cds	9265	9501	+	JJLLKI_02289		Cytoplasmic protein	SO:0001217, UniRef:UniRef50_A0A6C8GG86, UniRef:UniRef90_A0A6C8GG86
contig_6	cds	9494	9598	+	JJLLKI_02290		hypothetical protein	SO:0001217, UniParc:UPI000F6DA356, UniRef:UniRef100_A0A6C8GH25, UniRef:UniRef50_A0A6C8GH25, UniRef:UniRef90_A0A6C8GH25
contig_6	tRNA	9915	10009	-	JJLLKI_02291	trnU	tRNA-SeC(tca)	SO:0005857
contig_6	cds	10297	11679	+	JJLLKI_02292		glycoside-pentoside-hexuronide family transporter	GO:0006814, GO:0008643, GO:0015293, GO:0016020, RefSeq:WP_001583335.1, SO:0001217, UniParc:UPI000230A4AF, UniRef:UniRef100_A0A5T5PHA9, UniRef:UniRef50_P31435, UniRef:UniRef90_A9MKL4
contig_6	cds	11691	14009	+	JJLLKI_02293	yicI	alpha-xylosidase	EC:3.2.1.177, GO:0004553, GO:0005975, RefSeq:WP_023254910.1, SO:0001217, UniParc:UPI0003BDBBA7, UniRef:UniRef100_A0A3Y6YDJ1, UniRef:UniRef50_A0A5N6AEA6, UniRef:UniRef90_A0A0T7RUH1
contig_6	cds	14112	15821	-	JJLLKI_02294	asmA	AsmA domain-containing protein	RefSeq:WP_077463503.1, SO:0001217, UniParc:UPI00098426E2, UniRef:UniRef100_A0A5I4U390, UniRef:UniRef50_P31433, UniRef:UniRef90_A0A3F3IGN0
contig_6	cds	15942	17333	-	JJLLKI_02295	xanP	xanthine/proton symporter XanP	BlastRules:WP_001295238, COG:COG2233, COG:F, GO:0005886, GO:0042907, KEGG:K16345, RefSeq:WP_000115428.1, SO:0001217, UniParc:UPI000005A6DF, UniRef:UniRef100_Q7CPH2, UniRef:UniRef50_P0AGM9, UniRef:UniRef90_P0AGM9
contig_6	cds	17561	18766	+	JJLLKI_02296	gltS	sodium/glutamate symporter	COG:COG0786, COG:E, GO:0005886, GO:0015501, GO:0015813, GO:0016020, RefSeq:WP_000462250.1, SO:0001217, UniParc:UPI000048F190, UniRef:UniRef100_A0A5W5RRF6, UniRef:UniRef50_P0AER8, UniRef:UniRef90_P0AER8
contig_6	cds	18802	20883	-	JJLLKI_02297	recG	ATP-dependent DNA helicase RecG	COG:COG1200, COG:L, EC:3.6.4.12, EC:5.6.2.4, GO:0003676, GO:0003677, GO:0003678, GO:0003689, GO:0005524, GO:0005829, GO:0006281, GO:0006310, GO:0009314, GO:0009378, GO:0009379, GO:0016853, GO:0016887, GO:0032508, GO:0036121, GO:0061749, GO:0061775, GO:0071932, GO:0140584, GO:0140665, GO:0140849, GO:1990518, RefSeq:WP_001583320.1, SO:0001217, UniParc:UPI000230A4AA, UniRef:UniRef100_A0A659PB71, UniRef:UniRef50_P24230, UniRef:UniRef90_P24230
contig_6	cds	20889	21578	-	JJLLKI_02298	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase TrmH	COG:COG0566, COG:J, GO:0030488, GO:0141100, RefSeq:WP_001068436.1, SO:0001217, UniParc:UPI00004F8168, UniRef:UniRef100_A0A5W5AR04, UniRef:UniRef50_P0AGJ2, UniRef:UniRef90_A0A3V5B5S8
contig_6	cds	21583	23694	-	JJLLKI_02299	spoT	bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase	COG:COG0317, COG:TK, EC:2.7.6.5, EC:3.1.7.2, GO:0005886, GO:0008728, GO:0008893, GO:0015969, GO:0015970, GO:0042594, KEGG:K01139, RefSeq:WP_000280481.1, SO:0001217, UniParc:UPI00000CD4BC, UniRef:UniRef100_Q8ZL41, UniRef:UniRef50_P0AG24, UniRef:UniRef90_P0AG24
contig_6	cds	23713	23988	-	JJLLKI_02300	gmk	guanylate kinase	COG:COG1758, COG:K, EC:2.7.4.8, EC:2.7.7.6, GO:0000428, GO:0001054, GO:0001055, GO:0001056, GO:0001057, GO:0001058, GO:0001066, GO:0003677, GO:0004385, GO:0006163, RefSeq:WP_000135058.1, SO:0001217, UniParc:UPI000003EB27, UniRef:UniRef100_A8ARN6, UniRef:UniRef50_P60546, UniRef:UniRef90_A8ARN6
contig_6	cds	24043	24666	-	JJLLKI_02301	gmk	guanylate kinase	COG:COG0194, COG:F, EC:2.7.4.8, GO:0004385, GO:0005524, GO:0005829, GO:0006163, RefSeq:WP_000046966.1, SO:0001217, UniParc:UPI000005A6E4, UniRef:UniRef100_Q5PC40, UniRef:UniRef50_Q9X6M5, UniRef:UniRef90_Q9X6M5
contig_6	cds	24923	26608	+	JJLLKI_02302	ligB	NAD-dependent DNA ligase LigB	EC:6.5.1.2, GO:0003911, GO:0006260, GO:0006281, RefSeq:WP_001583308.1, SO:0001217, UniParc:UPI000230A4A6, UniRef:UniRef100_A0A6C8GH55, UniRef:UniRef50_A8ARN4, UniRef:UniRef90_Q57I94
contig_6	cds	26605	27222	-	JJLLKI_02303	yicG	UPF0126 inner membrane protein YicG	COG:COG2860, COG:P, GO:0005886, RefSeq:WP_000924334.1, SO:0001217, UniParc:UPI00000CD4BA, UniRef:UniRef100_Q8ZL43, UniRef:UniRef50_P0AGM2, UniRef:UniRef90_P0AGM2
contig_6	cds	27470	28354	-	JJLLKI_02304		HARLDQ motif MBL-fold protein	EC:3.5.2.6, KEGG:K17837, RefSeq:WP_001583302.1, SO:0001217, UniParc:UPI000230A4A3, UniRef:UniRef100_A0A6C8GFU4, UniRef:UniRef50_N9EX43, UniRef:UniRef90_A0A379T667
contig_6	cds	28428	29330	+	JJLLKI_02305		HTH lysR-type domain-containing protein	RefSeq:WP_001050866.1, SO:0001217, UniParc:UPI0001603DA9, UniRef:UniRef100_A0A725CVW7, UniRef:UniRef50_V5U293, UniRef:UniRef90_A9MKN0
contig_6	cds	29446	30513	-	JJLLKI_02306		Replication initiation protein	SO:0001217, UniRef:UniRef50_A0A0F6TXL9, UniRef:UniRef90_A0A6G9RFB3
contig_6	cds	30664	30894	-	JJLLKI_02307	alpA	AlpA family transcriptional regulator	COG:COG3311, COG:KX, RefSeq:WP_163628347.1, SO:0001217, UniParc:UPI00127D1EFB, UniRef:UniRef100_UPI00127D1EFB, UniRef:UniRef50_Q75SW7, UniRef:UniRef90_R8WJY7
contig_6	cds	31158	31676	+	JJLLKI_02308		ProQ/FinO domain-containing protein	RefSeq:WP_333720349.1, SO:0001217, UniParc:UPI001D3F4CD5, UniRef:UniRef100_UPI001D3F4CD5, UniRef:UniRef50_R8WPZ8, UniRef:UniRef90_UPI0013D81B63
contig_6	cds	31722	32102	-	JJLLKI_02309		helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_W0Q8A6, UniRef:UniRef90_UPI001561C186
contig_6	cds	32355	32918	+	JJLLKI_02310		CHAT domain-containing protein	SO:0001217, UniRef:UniRef50_C5B9C1, UniRef:UniRef90_UPI0013D4FF7E
contig_6	cds	32991	33479	+	JJLLKI_02311		Phage protein	SO:0001217, UniRef:UniRef50_R8WKI3, UniRef:UniRef90_A0A737Y4N2
contig_6	cds	33532	33891	+	JJLLKI_02312		Acyl-CoA dehydrogenase	SO:0001217, UniRef:UniRef50_R8WJY2, UniRef:UniRef90_A0A737Y3P7
contig_6	cds	33980	34708	-	JJLLKI_02313		Methyltransferase	RefSeq:WP_024149604.1, SO:0001217, UniParc:UPI0003EB451B, UniRef:UniRef100_A0A737YCY5, UniRef:UniRef50_A0A5U4SD97, UniRef:UniRef90_A0A737YCY5
contig_6	cds	34695	35354	-	JJLLKI_02314		Restriction endonuclease	RefSeq:WP_333720353.1, SO:0001217, UniParc:UPI001DABB672, UniRef:UniRef100_UPI001DABB672, UniRef:UniRef50_P25237, UniRef:UniRef90_A0A5Y4FQD2
contig_6	cds	35609	36865	+	JJLLKI_02315		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_P25238, UniRef:UniRef90_A0A737Y693
contig_6	cds	36997	37959	-	JJLLKI_02316		DUF2971 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A737Y6X3, UniRef:UniRef90_A0A737Y6X3
contig_6	cds	38061	39326	-	JJLLKI_02317	fimB	Tyr recombinase domain-containing protein	COG:COG0582, COG:LX, RefSeq:WP_333720355.1, SO:0001217, UniParc:UPI001D8EB422, UniRef:UniRef100_UPI001D8EB422, UniRef:UniRef50_A0A2X3C8E0, UniRef:UniRef90_R8WJW0
contig_6	cds	39519	40382	-	JJLLKI_02318	yicC	putative endoribonuclease YicC	COG:COG1561, COG:J, EC:3.1.26.-, GO:0004521, RefSeq:WP_000621352.1, SO:0001217, UniParc:UPI000005A6E8, UniRef:UniRef100_Q7CPH3, UniRef:UniRef50_P23839, UniRef:UniRef90_P23839
contig_6	cds	40508	41224	+	JJLLKI_02319	rph	ribonuclease PH	COG:COG0689, COG:J, EC:2.7.7.56, GO:0000049, GO:0000175, GO:0006364, GO:0008033, GO:0009022, GO:0016075, KEGG:K00989, RefSeq:WP_001247078.1, SO:0001217, UniParc:UPI000005A6E9, UniRef:UniRef100_P0A2C3, UniRef:UniRef50_P0CG19, UniRef:UniRef90_P0CG19
contig_6	cds	41303	41944	+	JJLLKI_02320	pyrE	Orotate phosphoribosyltransferase	COG:COG0461, COG:F, EC:2.4.2.10, GO:0000287, GO:0004588, GO:0005737, GO:0006207, GO:0044205, GO:0046132, RefSeq:WP_000806167.1, SO:0001217, UniParc:UPI0000112436, UniRef:UniRef100_P08870, UniRef:UniRef50_P0A7E3, UniRef:UniRef90_P0A7E3
contig_6	cds	42022	42618	-	JJLLKI_02321	slmA	nucleoid occlusion factor SlmA	COG:COG1309, COG:K, GO:0000976, GO:0003677, GO:0003700, GO:0005737, GO:0010974, GO:0043590, GO:0051301, KEGG:K05501, RefSeq:WP_000818607.1, SO:0001217, UniParc:UPI00000CD4B7, UniRef:UniRef100_Q8ZL46, UniRef:UniRef50_P0C093, UniRef:UniRef90_P0C093
contig_6	cds	42726	43184	-	JJLLKI_02322	dut	dUTP diphosphatase	COG:COG0756, COG:FV, EC:3.6.1.23, GO:0000287, GO:0004170, GO:0006226, GO:0046081, RefSeq:WP_000976078.1, SO:0001217, UniParc:UPI00004F8161, UniRef:UniRef100_P64008, UniRef:UniRef50_P06968, UniRef:UniRef90_P64007
contig_6	cds	43162	44385	-	JJLLKI_02323	coaBC	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC	EC:4.1.1.36, EC:6.3.2.5, GO:0004632, GO:0004633, GO:0010181, GO:0015937, GO:0015941, SO:0001217, UniRef:UniRef50_P0ABQ0, UniRef:UniRef90_A0A379T346
contig_6	cds	44558	45223	+	JJLLKI_02324	radC	DNA repair protein RadC	GO:0003677, GO:0006281, GO:0006508, GO:0008237, GO:0046872, KEGG:K03630, RefSeq:WP_000380129.1, SO:0001217, UniParc:UPI000005A6EE, UniRef:UniRef100_P65960, UniRef:UniRef50_P25531, UniRef:UniRef90_P65960
contig_6	cds	45441	45677	+	JJLLKI_02325	rpmB	50S ribosomal protein L28	COG:COG0227, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0022625, RefSeq:WP_001519051.1, SO:0001217, UniParc:UPI000005A6EF, UniRef:UniRef100_P0A2A5, UniRef:UniRef50_P0A7M2, UniRef:UniRef90_P0A2A5
contig_6	cds	45698	45865	+	JJLLKI_02326	rpmG	50S ribosomal protein L33	COG:COG0267, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0022625, KEGG:K02913, RefSeq:WP_001051798.1, SO:0001217, UniParc:UPI000005A6F0, UniRef:UniRef100_A8ARM4, UniRef:UniRef50_Q9HTN9, UniRef:UniRef90_A1JHR4
contig_6	cds	45963	46772	+	JJLLKI_02327	mutM	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	COG:COG0266, COG:L, EC:3.2.2.23, EC:4.2.99.18, GO:0003676, GO:0003684, GO:0003906, GO:0006281, GO:0006284, GO:0008270, GO:0008534, GO:0016799, GO:0019104, GO:0034039, GO:0140078, KEGG:K10563, RefSeq:WP_001114515.1, SO:0001217, UniParc:UPI000005A6F1, UniRef:UniRef100_B5R5F9, UniRef:UniRef50_P05523, UniRef:UniRef90_P05523
contig_6	cds	46800	47279	-	JJLLKI_02328	coaD	pantetheine-phosphate adenylyltransferase	COG:COG0669, COG:H, EC:2.7.7.3, GO:0004595, GO:0005524, GO:0005737, GO:0015937, KEGG:K00954, RefSeq:WP_001171888.1, SO:0001217, UniParc:UPI000005A6F2, UniRef:UniRef100_Q5PC10, UniRef:UniRef50_P0A6I6, UniRef:UniRef90_P0A6I6
contig_6	cds	47288	48565	-	JJLLKI_02329	waaA	lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	COG:COG1519, COG:M, EC:2.4.99.12, EC:2.4.99.13, GO:0005886, GO:0009244, GO:0009245, GO:0016020, GO:0016740, GO:0036104, GO:0043842, KEGG:K02527, RefSeq:WP_000891584.1, SO:0001217, UniParc:UPI000005A6F3, UniRef:UniRef100_A0A726AD96, UniRef:UniRef50_P0AC75, UniRef:UniRef90_P0AC75
contig_6	ncRNA-region	48888	48926	+			JUMPstart RNA	RFAM:RF01707, SO:0005836
contig_6	cds	48974	50044	+	JJLLKI_02330	rfaQ	lipopolysaccharide core heptosyltransferase RfaQ	EC:2.4.-.-, GO:0016757, RefSeq:WP_001526672.1, SO:0001217, UniParc:UPI00017A8E03, UniRef:UniRef100_H9L449, UniRef:UniRef50_P25742, UniRef:UniRef90_A0A2X5A4U6
contig_6	cds	50041	51165	+	JJLLKI_02331		Glucosyltransferase	EC:2.4.1.-, KEGG:K02844, RefSeq:WP_077463499.1, SO:0001217, UniParc:UPI0003047239, UniRef:UniRef100_A0A5I4TZS4, UniRef:UniRef50_O68209, UniRef:UniRef90_A0A0T9WYE0
contig_6	cds	51158	51955	+	JJLLKI_02332	rfaP	lipopolysaccharide core heptose(I) kinase RfaP	EC:2.7.1.-, EC:2.7.1.235, GO:0005524, GO:0009103, GO:0009244, GO:0016301, KEGG:K02848, RefSeq:WP_000229825.1, SO:0001217, UniParc:UPI00001337BC, UniRef:UniRef100_Q06995, UniRef:UniRef50_Q9HUF7, UniRef:UniRef90_Q06995
contig_6	cds	52011	52991	+	JJLLKI_02333		Glycosyl transferase family 8	RefSeq:WP_139766513.1, SO:0001217, UniParc:UPI00030006D9, UniRef:UniRef100_A0A6C8GGS5, UniRef:UniRef50_A0A7D8ELF4, UniRef:UniRef90_A0A7D8ELF4
contig_6	cds	53005	54084	+	JJLLKI_02334	waaB	lipopolysaccharide 1,6-galactosyltransferase	EC:2.4.1.-, EC:2.4.1.44, GO:0009244, GO:0016757, GO:0016758, KEGG:K02840, RefSeq:WP_001583263.1, SO:0001217, UniParc:UPI000230A498, UniRef:UniRef100_A0A6C8GGF3, UniRef:UniRef50_P27127, UniRef:UniRef90_Q06994
contig_6	cds	54090	55103	+	JJLLKI_02335	waaO	lipopolysaccharide 3-alpha-galactosyltransferase	EC:2.4.1.44, GO:0008918, GO:0009103, GO:0009244, GO:0046872, KEGG:K03278, RefSeq:WP_001583262.1, SO:0001217, UniParc:UPI000230A497, UniRef:UniRef100_A0A6C8GGG9, UniRef:UniRef50_P19816, UniRef:UniRef90_P19816
contig_6	cds	55121	56131	+	JJLLKI_02336	waaJ	lipopolysaccharide 1,2-glucosyltransferase RfaJ	BlastRules:WP_000376841, BlastRules:WP_000376865, EC:2.4.1.58, GO:0005886, GO:0008918, GO:0008919, GO:0009244, GO:0046872, KEGG:K03279, RefSeq:WP_001583261.1, SO:0001217, UniParc:UPI000230A496, UniRef:UniRef100_A0A6C8GFW4, UniRef:UniRef50_P19817, UniRef:UniRef90_P19817
contig_6	cds	56154	56852	+	JJLLKI_02337	rfaY	lipopolysaccharide core heptose(II) kinase RfaY	EC:2.7.1.-, GO:0005524, GO:0009244, GO:0016301, KEGG:K02850, RefSeq:WP_000582820.1, SO:0001217, UniParc:UPI00016A0028, UniRef:UniRef100_A0A630X8L8, UniRef:UniRef50_P27240, UniRef:UniRef90_P26472
contig_6	cds	57002	57811	+	JJLLKI_02338	waaZ	3-deoxy-D-manno-oct-2-ulosonate III transferase WaaZ	EC:2.4.99.15, GO:0005737, GO:0009244, GO:0016740, KEGG:K12981, RefSeq:WP_073859956.1, SO:0001217, UniParc:UPI00093D2B33, UniRef:UniRef100_UPI00093D2B33, UniRef:UniRef50_P27241, UniRef:UniRef90_P26473
contig_6	cds	57911	58393	+	JJLLKI_02339		hypothetical protein	
contig_6	cds	58494	59708	-	JJLLKI_02340	rfaL	O-antigen ligase RfaL	EC:2.4.99.26, GO:0005886, GO:0009244, GO:0016757, RefSeq:WP_077463497.1, SO:0001217, UniParc:UPI000986D71B, UniRef:UniRef100_A0A5I4U488, UniRef:UniRef50_P26471, UniRef:UniRef90_P26471
contig_6	cds	59748	60701	-	JJLLKI_02341	rfaC	lipopolysaccharide heptosyltransferase RfaC	EC:2.4.-.-, EC:2.4.99.23, GO:0005829, GO:0005886, GO:0008713, GO:0008920, GO:0009244, KEGG:K02841, RefSeq:WP_001264614.1, SO:0001217, UniParc:UPI000169F17A, UniRef:UniRef100_A0A4Z0KN96, UniRef:UniRef50_P0DX54, UniRef:UniRef90_P26469
contig_6	cds	60701	61747	-	JJLLKI_02342	rfaF	ADP-heptose--LPS heptosyltransferase RfaF	COG:COG0859, COG:M, EC:2.4.99.24, GO:0009103, GO:0016757, KEGG:K02843, RefSeq:WP_000699196.1, SO:0001217, UniParc:UPI000169E981, UniRef:UniRef100_A0A637DS94, UniRef:UniRef50_P37692, UniRef:UniRef90_A0A2I5HMP6
contig_6	cds	61750	62682	-	JJLLKI_02343	rfaD	ADP-glyceromanno-heptose 6-epimerase	COG:COG0451, COG:M, EC:5.1.3.20, GO:0005975, GO:0008712, GO:0050661, GO:0097171, KEGG:K03274, RefSeq:WP_000587771.1, SO:0001217, UniParc:UPI000005A702, UniRef:UniRef100_P67912, UniRef:UniRef50_P67910, UniRef:UniRef90_P67910
contig_6	cds	62885	64081	+	JJLLKI_02344	kbl	glycine C-acetyltransferase	COG:COG0156, COG:H, EC:2.3.1.29, GO:0005829, GO:0006567, GO:0008890, GO:0009058, GO:0019518, GO:0030170, RefSeq:WP_001213790.1, SO:0001217, UniParc:UPI000012DC58, UniRef:UniRef100_P37419, UniRef:UniRef50_P0AB77, UniRef:UniRef90_P0AB77
contig_6	cds	64091	65116	+	JJLLKI_02345	tdh	L-threonine 3-dehydrogenase	COG:COG1063, COG:ER, EC:1.1.1.103, GO:0005737, GO:0006567, GO:0008270, GO:0008743, GO:0019518, RefSeq:WP_000645990.1, SO:0001217, UniParc:UPI00000CD4B3, UniRef:UniRef100_Q8ZL52, UniRef:UniRef50_P07913, UniRef:UniRef90_P07913
contig_6	ncRNA	65345	65404	+	JJLLKI_02346	STnc390	Salmonella sRNA STnc390	RFAM:RF02056, SO:0000655
contig_6	cds	65610	66644	+	JJLLKI_02347		glycosyltransferase	EC:2.4.-.-, EC:2.4.1.-, KEGG:K19354, RefSeq:WP_001583226.1, SO:0001217, UniParc:UPI0002309FDF, UniRef:UniRef100_A0A5I4U3A8, UniRef:UniRef50_P11290, UniRef:UniRef90_A0A379TSR0
contig_6	cds	66631	67593	-	JJLLKI_02348		Divergent polysaccharide deacetylase family protein	KEGG:K09798, RefSeq:WP_001135519.1, SO:0001217, UniParc:UPI0001604810, UniRef:UniRef100_A0A5W5ANX3, UniRef:UniRef50_A0A1W6BAT8, UniRef:UniRef90_A9MKR0
contig_6	cds	67597	68880	-	JJLLKI_02349	envC	murein hydrolase activator EnvC	COG:COG4942, COG:D, GO:0000920, GO:0004222, GO:0005886, GO:0009273, GO:0009314, GO:0009410, GO:0016787, GO:0030288, GO:0032153, GO:0042597, KEGG:K22719, RefSeq:WP_001214132.1, SO:0001217, UniParc:UPI00000CD4B0, UniRef:UniRef100_Q8ZL55, UniRef:UniRef50_P37690, UniRef:UniRef90_P37690
contig_6	cds	68890	70434	-	JJLLKI_02350	gpmM	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	COG:COG0696, COG:G, EC:5.4.2.12, GO:0004619, GO:0005829, GO:0006007, GO:0006096, GO:0030145, GO:0046537, KEGG:K15633, RefSeq:WP_000116576.1, SO:0001217, UniParc:UPI000012BA1F, UniRef:UniRef100_Q8ZL56, UniRef:UniRef50_P37689, UniRef:UniRef90_P37689
contig_6	cds	70682	71113	+	JJLLKI_02351		Rhodanese domain-containing protein	RefSeq:WP_001156179.1, SO:0001217, UniParc:UPI000005A709, UniRef:UniRef100_Q7CPH6, UniRef:UniRef50_P0AG27, UniRef:UniRef90_A8ARJ8
contig_6	cds	71200	71451	+	JJLLKI_02352	grxC	glutaredoxin 3	COG:COG0695, COG:O, RefSeq:WP_001273795.1, SO:0001217, UniParc:UPI000005A70A, UniRef:UniRef100_Q7CPH7, UniRef:UniRef50_Q7CPH7, UniRef:UniRef90_Q7CPH7
contig_6	cds	71495	71962	+	JJLLKI_02353	secB	protein-export chaperone SecB	COG:COG1952, COG:U, GO:0005737, GO:0006457, GO:0015031, GO:0051082, GO:0051262, KEGG:K03071, RefSeq:WP_000003370.1, SO:0001217, UniParc:UPI000005A70B, UniRef:UniRef100_Q7CPH8, UniRef:UniRef50_P0AG86, UniRef:UniRef90_P0AG86
contig_6	cds	71962	72981	+	JJLLKI_02354	gpsA	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	COG:C, COG:COG0240, EC:1.1.1.94, GO:0005829, GO:0005975, GO:0006072, GO:0046167, GO:0046168, GO:0046474, GO:0047952, GO:0051287, RefSeq:WP_001076596.1, SO:0001217, UniParc:UPI000005A70C, UniRef:UniRef100_P0A1P2, UniRef:UniRef50_P0A6S7, UniRef:UniRef90_P0A6S7
contig_6	cds	73059	73880	+	JJLLKI_02355	cysE	serine O-acetyltransferase	EC:2.3.1.30, GO:0006535, GO:0009001, RefSeq:WP_001112114.1, SO:0001217, UniParc:UPI000005A70D, UniRef:UniRef100_A0A625LGY1, UniRef:UniRef50_P0A9D4, UniRef:UniRef90_A0A625LGY1
contig_6	cds	73963	75273	-	JJLLKI_02356	uhpC	Major facilitator superfamily (MFS) profile domain-containing protein	COG:COG2271, COG:G, RefSeq:WP_001092104.1, SO:0001217, UniParc:UPI00000CD4AF, UniRef:UniRef100_Q8ZL57, UniRef:UniRef50_A0A0J1LZQ7, UniRef:UniRef90_A0A0J1LZQ7
contig_6	cds	75347	76543	-	JJLLKI_02357		L-talarate/galactarate dehydratase	BlastRules:WP_001218249, EC:4.2.1.156, EC:4.2.1.42, GO:0000287, GO:0008867, GO:0009063, GO:0016052, GO:0016836, GO:0046392, GO:1903663, GO:1990594, KEGG:K20023, RefSeq:WP_001218249.1, SO:0001217, UniParc:UPI00000CD4AE, UniRef:UniRef100_Q8ZL58, UniRef:UniRef50_Q8ZL58, UniRef:UniRef90_Q8ZL58
contig_6	cds	76862	77866	+	JJLLKI_02358	purR	HTH lacI-type domain-containing protein	COG:COG1609, COG:K, KEGG:K06145, RefSeq:WP_001537635.1, SO:0001217, UniParc:UPI0001811C4E, UniRef:UniRef100_A0A379T4S2, UniRef:UniRef50_A0A0J1PNR1, UniRef:UniRef90_A9MLC1
contig_6	cds	77934	78407	-	JJLLKI_02359	trmL	tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	COG:COG0219, COG:J, EC:2.1.1.-, EC:2.1.1.207, GO:0001510, GO:0002131, GO:0002132, GO:0003723, GO:0005737, GO:0008173, GO:0042803, GO:0141098, GO:0141102, KEGG:K03216, RefSeq:WP_000932335.1, SO:0001217, UniParc:UPI00000CD4AC, UniRef:UniRef100_Q8ZL60, UniRef:UniRef50_P0AGJ7, UniRef:UniRef90_P0AGJ7
contig_6	cds	78471	79661	-	JJLLKI_02360	lldD	FMN-dependent L-lactate dehydrogenase LldD	COG:CIR, COG:COG1304, EC:1.1.-.-, GO:0004457, GO:0004459, GO:0005886, GO:0006089, GO:0009060, GO:0010181, RefSeq:WP_000586991.1, SO:0001217, UniParc:UPI00016C0E40, UniRef:UniRef100_A0A637CYN5, UniRef:UniRef50_P33232, UniRef:UniRef90_P33232
contig_6	cds	79658	80434	-	JJLLKI_02361	lldR	transcriptional regulator LldR	GO:0003700, GO:0006355, KEGG:K14348, RefSeq:WP_000635444.1, SO:0001217, UniParc:UPI000160480C, UniRef:UniRef100_A0A5W3E8D4, UniRef:UniRef50_P0ACL7, UniRef:UniRef90_A8ARJ0
contig_6	cds	80431	82086	-	JJLLKI_02362	lldP	L-lactate permease	COG:C, COG:COG1620, GO:0005886, GO:0015129, GO:0015295, GO:0015727, KEGG:K00427, RefSeq:WP_001055309.1, SO:0001217, UniParc:UPI00016A231C, UniRef:UniRef100_A0A603N5Y9, UniRef:UniRef50_P33231, UniRef:UniRef90_P33231
contig_6	ncRNA	82262	82369	+	JJLLKI_02363	STnc380	Enterobacterial sRNA STnc380	RFAM:RF02055, SO:0000655
contig_6	cds	82385	86764	-	JJLLKI_02364	sadA	trimeric autotransporter adhesin SadA	BlastRules:WP_001079584, SO:0001217, UniRef:UniRef50_A0A3Q9KVF6, UniRef:UniRef90_UPI000E3B614B
contig_6	cds	86808	87491	-	JJLLKI_02365		DUF3251 domain-containing protein	RefSeq:WP_077463493.1, SO:0001217, UniParc:UPI000984FC52, UniRef:UniRef100_A0A5I4U8M0, UniRef:UniRef50_Q8ZL65, UniRef:UniRef90_A0A637CZ05
contig_6	cds	87980	88342	-	JJLLKI_02366	yibL	YibL family ribosome-associated protein	KEGG:K14762, RefSeq:WP_000665687.1, SO:0001217, UniParc:UPI000005A716, UniRef:UniRef100_Q7CPH9, UniRef:UniRef50_P0ADK8, UniRef:UniRef90_A0A090V4F0
contig_6	cds	88632	88841	+	JJLLKI_02367	yibT	Uncharacterized protein YibT	GO:0003677, GO:0003887, GO:0006260, RefSeq:WP_001062558.1, SO:0001217, UniParc:UPI00000CD4A7, UniRef:UniRef100_Q8ZL66, UniRef:UniRef50_Q8ZL66, UniRef:UniRef90_Q8ZL66
contig_6	cds	88851	89441	-	JJLLKI_02368	mtlR	mannitol operon repressor MtlR	BlastRules:WP_000228269, COG:COG3722, COG:K, KEGG:K02562, RefSeq:WP_000193201.1, SO:0001217, UniParc:UPI000005A718, UniRef:UniRef100_Q7CPI0, UniRef:UniRef50_B2VCH8, UniRef:UniRef90_A9MLC8
contig_6	cds	89438	90586	-	JJLLKI_02369	mtlD	mannitol-1-phosphate 5-dehydrogenase	COG:COG0246, COG:G, EC:1.1.1.17, GO:0005829, GO:0008926, GO:0019592, GO:0019594, KEGG:K00009, RefSeq:WP_000645377.1, SO:0001217, UniParc:UPI0001811C3E, UniRef:UniRef100_B5R5B9, UniRef:UniRef50_P09424, UniRef:UniRef90_P09424
