# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_6	cds	194217	195059	-	JJLLKI_02454	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W6ZGV2
contig_6	cds	195180	195734	-	JJLLKI_02455	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GGV2
contig_6	cds	195901	196554	+	JJLLKI_02456	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GHN4
contig_6	cds	196717	198759	+	JJLLKI_02457	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z3QDG1
contig_6	cds	198766	199524	+	JJLLKI_02458	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5F9F6
contig_6	cds	199616	201088	-	JJLLKI_02459	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Z4YAF1
contig_6	ncRNA	201262	201329	+	JJLLKI_02460	98.2	2.0e-15	-	-	-	RFAM:RF02063
contig_6	cds	201413	201847	-	JJLLKI_02461	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLD7
contig_6	cds	202235	202570	+	JJLLKI_02462	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P67686
contig_6	cds	202711	204207	-	JJLLKI_02463	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPJ2
contig_6	cds	204438	205634	+	JJLLKI_02464	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A613EVZ2
contig_6	cds	205939	207006	+	JJLLKI_02465	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLD9
contig_6	cds	207003	209744	+	JJLLKI_02466	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4TU46
contig_6	cds	209744	210868	+	JJLLKI_02467	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLE1
contig_6	cds	210971	211408	-	JJLLKI_02468	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64413
contig_6	cds	211464	212042	-	JJLLKI_02469	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8Z259
contig_6	cds	212094	213143	-	JJLLKI_02470	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLE3
contig_6	cds	213233	214492	+	JJLLKI_02471	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLE4
contig_6	cds	214496	215053	-	JJLLKI_02472	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPJ3
contig_6	cds	215126	215791	-	JJLLKI_02473	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A637E7E5
contig_6	cds	215871	216206	+	JJLLKI_02474	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P67100
contig_6	cds	216230	217873	-	JJLLKI_02475	829.0	8.5e-303	1.0	1.0	0.993	BlastRules:WP_000789683
contig_6	cds	218073	220271	-	JJLLKI_02476	1324.0	0.0	1.0	1.001	0.989	UniRef:UniRef90_A0A701PUN7
contig_6	cds	220352	220978	-	JJLLKI_02477	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPJ5
contig_6	cds	221120	221491	+	JJLLKI_02478	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GGE3
contig_6	cds	221513	221782	-	JJLLKI_02479	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A379WJE3
contig_6	cds	221772	222368	-	JJLLKI_02480	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4TVM9
contig_6	cds	222494	223969	+	JJLLKI_02481	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLE9
contig_6	cds	223972	224640	+	JJLLKI_02482	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPJ6
contig_6	cds	224633	225688	+	JJLLKI_02483	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLF0
contig_6	cds	225934	226788	+	JJLLKI_02484	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPJ7
contig_6	cds	227116	228213	+	JJLLKI_02485	690.0	7.2e-254	1.0	0.995	0.942	BlastRules:WP_001021996
contig_6	cds	228409	228792	-	JJLLKI_02486	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3V2TXP7
contig_6	cds	229214	230323	+	JJLLKI_02487	728.0	1.1e-268	1.0	1.0	1.0	BlastRules:WP_000822976
contig_6	cds	230383	231309	+	JJLLKI_02488	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GHH8
contig_6	cds	231306	232583	+	JJLLKI_02489	764.0	1.9e-281	1.0	1.0	0.948	BlastRules:WP_000803813
contig_6	cds	232580	233347	+	JJLLKI_02490	487.0	2.8e-177	1.0	1.0	0.961	BlastRules:WP_000082101
contig_6	cds	233349	234062	+	JJLLKI_02491	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A191
contig_6	cds	234226	234504	+	JJLLKI_02492	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3U7XMJ7
contig_6	cds	234737	236053	+	JJLLKI_02493	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPK0
contig_6	cds	236158	237045	+	JJLLKI_02494	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLF2
contig_6	cds	237042	237887	+	JJLLKI_02495	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLF3
contig_6	cds	237890	238960	+	JJLLKI_02496	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W5I309
contig_6	cds	238957	239697	+	JJLLKI_02497	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLF5
contig_6	cds	239710	240126	-	JJLLKI_02498	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3U3THY6
contig_6	cds	240252	241994	+	JJLLKI_02499	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W7MQ82
contig_6	cds	242039	243073	-	JJLLKI_02500	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z3K598
contig_6	cds	243070	244041	-	JJLLKI_02501	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Y9IAZ3
contig_6	cds	244095	244856	-	JJLLKI_02502	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLF9
contig_6	cds	244872	246086	-	JJLLKI_02503	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLG0
contig_6	cds	246351	246839	-	JJLLKI_02504	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A625LGY4
contig_6	ncRNA	246989	247053	+	JJLLKI_02505	85.7	1.7e-13	-	-	-	RFAM:RF00057
contig_6	cds	247307	248344	+	JJLLKI_02506	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z3K5Q9
contig_6	cds	248468	249163	+	JJLLKI_02507	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPK2
contig_6	cds	249293	250288	+	JJLLKI_02508	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPK3
contig_6	cds	250427	250960	+	JJLLKI_02509	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W9FEP2
contig_6	cds	250957	252297	+	JJLLKI_02510	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A607GD94
contig_6	cds	252136	252456	-	JJLLKI_02511	-	-	-	-	-	-
contig_6	cds	252721	253827	+	JJLLKI_02512	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1F8
contig_6	cds	254175	256361	+	JJLLKI_02513	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5T5PGK9
contig_6	cds	256358	258334	+	JJLLKI_02514	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLG6
contig_6	cds	258349	259644	+	JJLLKI_02515	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5F8Q2
contig_6	cds	259644	261077	+	JJLLKI_02516	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P05416
contig_6	cds	261097	263544	+	JJLLKI_02517	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6Y5I9T9
contig_6	cds	263722	264477	+	JJLLKI_02518	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLG8
contig_6	cds	264521	265426	-	JJLLKI_02519	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLG9
contig_6	cds	265470	267185	-	JJLLKI_02520	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V9XZ39
contig_6	cds	267182	268516	-	JJLLKI_02521	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A732CUE1
contig_6	cds	268854	269963	+	JJLLKI_02522	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W3E3A0
contig_6	cds	270120	271616	+	JJLLKI_02523	999.0	0.0	1.0	0.929	0.992	UniRef:UniRef90_A0A656IR27
contig_6	cds	271626	272171	+	JJLLKI_02524	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3U5KSA4
contig_6	cds	272218	273726	-	JJLLKI_02525	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GH32
contig_6	cds	273925	274251	+	JJLLKI_02526	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64251
contig_6	cds	274327	275157	+	JJLLKI_02527	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8Z229
contig_6	cds	275251	276009	+	JJLLKI_02528	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GH52
contig_6	cds	276078	278783	-	JJLLKI_02529	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5F8N2
contig_6	cds	279378	281771	+	JJLLKI_02530	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z3K5E0
contig_6	cds	281781	283859	+	JJLLKI_02531	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A603N7J0
contig_6	cds	283978	285294	-	JJLLKI_02532	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLI6
contig_6	cds	285671	286246	-	JJLLKI_02533	210.0	7.5e-70	1.016	1.010	0.546	BlastRules:WP_005410314
contig_6	cds	286305	286988	-	JJLLKI_02534	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A603NZG1
contig_6	cds	287026	287796	+	JJLLKI_02535	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000984FB43
contig_6	cds	287832	288758	-	JJLLKI_02536	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5H9Y3X2
contig_6	cds	288993	289229	-	JJLLKI_02537	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPK5
contig_6	cds	289242	291560	-	JJLLKI_02538	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z3K5J0
contig_6	cds	291579	291806	-	JJLLKI_02539	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPK6
contig_6	cds	292243	294573	-	JJLLKI_02540	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z3K5E6
contig_6	cds	294672	295145	-	JJLLKI_02541	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8Z217
contig_6	cds	295371	296090	+	JJLLKI_02542	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AA16
contig_6	cds	296087	297439	+	JJLLKI_02543	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P08982
contig_6	cds	297514	299133	-	JJLLKI_02544	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5F8L6
contig_6	cds	299513	301222	+	JJLLKI_02545	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5H9Y4X0
contig_6	cds	301333	302211	-	JJLLKI_02546	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q5PLY0
contig_6	cds	302236	302637	-	JJLLKI_02547	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5H5FCI1
contig_6	cds	302648	303316	-	JJLLKI_02548	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z8CLI2
contig_6	cds	303381	305513	-	JJLLKI_02549	1398.0	0.0	1.0	1.0	0.997	BlastRules:WP_000104094
contig_6	cds	305836	306399	+	JJLLKI_02550	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPK7
contig_6	cds	306494	309046	-	JJLLKI_02551	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GI79
contig_6	cds	309167	309946	+	JJLLKI_02552	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Y8EWD6
contig_6	cds	309946	310485	+	JJLLKI_02553	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_G5LUQ4
contig_6	cds	310469	310942	+	JJLLKI_02554	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GHV2
contig_6	cds	310932	311333	+	JJLLKI_02555	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725K164
contig_6	cds	311284	312486	+	JJLLKI_02556	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A745JA26
contig_6	cds	312951	313472	+	JJLLKI_02557	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P63601
contig_6	cds	313529	314617	+	JJLLKI_02558	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A637DQF5
contig_6	cds	314715	315992	+	JJLLKI_02559	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W1RK59
contig_6	cds	316173	317009	+	JJLLKI_02560	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0DMP3
contig_6	cds	317027	317704	+	JJLLKI_02561	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5W5I6Q6
contig_6	cds	317697	318455	+	JJLLKI_02562	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q5PLX6
contig_6	cds	318448	319452	+	JJLLKI_02563	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2P2
contig_6	cds	319597	319767	-	JJLLKI_02564	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPK8
contig_6	ncRNA	319815	319944	+	JJLLKI_02565	159.0	5.1e-24	-	-	-	RFAM:RF02065
contig_6	cds	319961	325852	-	JJLLKI_02566	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Z4RFL4
contig_6	cds	326188	327561	-	JJLLKI_02567	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4U8C7
contig_6	cds	327573	328382	-	JJLLKI_02568	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A725K169
contig_6	cds	328566	328892	-	JJLLKI_02569	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A229
contig_6	cds	328889	331432	-	JJLLKI_02570	1644.0	0.0	1.0	1.0	0.954	BlastRules:WP_000049208
contig_6	cds	331747	332928	-	JJLLKI_02571	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GHK9
contig_6	cds	333205	333777	+	JJLLKI_02572	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5U9I995
contig_6	cds	333781	334053	+	JJLLKI_02573	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A379VJB2
contig_6	cds	334043	334645	+	JJLLKI_02574	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A625AX29
contig_6	cds	334677	335240	+	JJLLKI_02575	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5X4LU78
contig_6	cds	335326	336543	+	JJLLKI_02576	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3U6BVA5
contig_6	cds	336586	338673	-	JJLLKI_02577	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V6NCX6
contig_6	cds	338722	339354	-	JJLLKI_02578	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2T6
contig_6	cds	339662	340066	+	JJLLKI_02579	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A9MMG0
contig_6	cds	340162	341031	-	JJLLKI_02580	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPK9
contig_6	cds	341083	341301	-	JJLLKI_02581	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5T5PI32
contig_6	cds	341298	342320	-	JJLLKI_02582	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A618AHS4
contig_6	cds	342562	342873	+	JJLLKI_02583	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPL0
contig_6	cds	342875	343096	-	JJLLKI_02584	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3V2UIM4
contig_6	cds	343135	345042	-	JJLLKI_02585	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Y0DVH4
contig_6	cds	345308	345859	+	JJLLKI_02586	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P65510
contig_6	cds	345859	347664	+	JJLLKI_02587	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z3GFX3
contig_6	cds	347675	347875	+	JJLLKI_02588	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GGQ2
contig_6	cds	347970	348560	+	JJLLKI_02589	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLL4
contig_6	cds	348748	348966	-	JJLLKI_02590	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLL5
contig_6	cds	349186	350004	+	JJLLKI_02591	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLL6
contig_6	cds	350280	351002	+	JJLLKI_02592	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPL2
contig_6	cds	351002	351388	+	JJLLKI_02593	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5FJM5
contig_6	cds	351388	351744	+	JJLLKI_02594	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5F8G2
contig_6	cds	351752	352039	+	JJLLKI_02595	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00128A23EF
contig_6	cds	352165	352539	+	JJLLKI_02596	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7S3
contig_6	cds	352635	353105	+	JJLLKI_02597	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2B3
contig_6	cds	353202	355316	+	JJLLKI_02598	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1H3
contig_6	cds	355388	356572	+	JJLLKI_02599	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1H5
contig_6	cds	356757	356951	+	JJLLKI_02600	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1Z6
contig_6	cds	357024	357500	+	JJLLKI_02601	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O68926
contig_6	cds	357497	357964	-	JJLLKI_02602	327.0	1.8e-117	1.0	1.0	1.0	BlastRules:WP_000495848
contig_6	cds	358344	358655	+	JJLLKI_02603	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQM1
contig_6	cds	358688	359317	+	JJLLKI_02604	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60446
contig_6	cds	359328	359933	+	JJLLKI_02605	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQL8
contig_6	cds	359930	360232	+	JJLLKI_02606	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPL3
contig_6	cds	360250	361071	+	JJLLKI_02607	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60428
contig_6	cds	361088	361366	+	JJLLKI_02608	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P66491
contig_6	cds	361381	361713	+	JJLLKI_02609	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQL2
contig_6	cds	361731	362432	+	JJLLKI_02610	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQL0
contig_6	cds	362445	362855	+	JJLLKI_02611	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPL4
contig_6	cds	362855	363046	+	JJLLKI_02612	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQK8
contig_6	cds	363046	363300	+	JJLLKI_02613	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P66451
contig_6	cds	363464	363835	+	JJLLKI_02614	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPL5
contig_6	cds	363846	364160	+	JJLLKI_02615	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60624
contig_6	cds	364175	364714	+	JJLLKI_02616	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P62405
contig_6	cds	364729	365034	+	JJLLKI_02617	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P66409
contig_6	cds	365068	365460	+	JJLLKI_02618	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQK2
contig_6	cds	365473	366006	+	JJLLKI_02619	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P66313
contig_6	cds	366016	366369	+	JJLLKI_02620	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPL6
contig_6	cds	366384	366887	+	JJLLKI_02621	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQJ8
contig_6	cds	366891	367070	+	JJLLKI_02622	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQJ6
contig_6	cds	367074	367508	+	JJLLKI_02623	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQJ5
contig_6	cds	367516	368847	+	JJLLKI_02624	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2T1LEL4
contig_6	cds	368879	368995	+	JJLLKI_02625	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7Q8
contig_6	ncRNA-region	369063	369174	+	-	101.5	5.3e-15	-	-	-	RFAM:RF00140
contig_6	cds	369142	369498	+	JJLLKI_02626	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM1
contig_6	cds	369488	369868	-	JJLLKI_02627	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8D4YQT8
contig_6	cds	369938	370558	+	JJLLKI_02628	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_O54297
contig_6	cds	370584	371573	+	JJLLKI_02629	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQJ0
contig_6	cds	371614	371997	+	JJLLKI_02630	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPL7
contig_6	cds	372105	372473	+	JJLLKI_02631	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM2
contig_6	cds	372484	372909	+	JJLLKI_02632	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM3
contig_6	cds	372967	373236	+	JJLLKI_02633	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5V9Y8C6
contig_6	cds	373172	373585	-	JJLLKI_02634	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A1X8
contig_6	cds	373727	375103	-	JJLLKI_02635	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2J9
contig_6	cds	375125	376414	-	JJLLKI_02636	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5H9YA27
contig_6	cds	376466	377413	-	JJLLKI_02637	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A6C8GHS9
contig_6	cds	377429	377938	-	JJLLKI_02638	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM7
contig_6	cds	378070	379194	+	JJLLKI_02639	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Y5ZNB4
contig_6	cds	379166	379639	+	JJLLKI_02640	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P66822
contig_6	cds	379666	380208	+	JJLLKI_02641	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLM9
contig_6	cds	380213	380785	+	JJLLKI_02642	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3V1MCC3
contig_6	cds	380787	381608	+	JJLLKI_02643	531.0	2.0e-190	1.0	1.0	0.978	UniRef:UniRef90_Q8ZLN1
contig_6	cds	381605	381862	+	JJLLKI_02644	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A603C004
contig_6	cds	381838	382392	-	JJLLKI_02645	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A4Z0LIC3
contig_7	tRNA	7	82	+	JJLLKI_02646	79.8	-	-	-	-	-
contig_7	rRNA	122	237	+	JJLLKI_02647	90.0	7.4e-15	-	-	-	RFAM:RF00001
contig_7	cds	1022	1243	-	JJLLKI_02648	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPL8
contig_7	cds	1480	4593	-	JJLLKI_02649	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A603BYL0
contig_7	cds	4605	5762	-	JJLLKI_02650	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLN5
contig_7	cds	6176	6838	+	JJLLKI_02651	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLN6
contig_7	cds	6841	8940	-	JJLLKI_02652	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z3KCM7
contig_7	cds	9091	9255	-	JJLLKI_02653	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLN8
contig_7	cds	9338	10222	-	JJLLKI_02654	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPL9
contig_7	cds	10308	10604	-	JJLLKI_02655	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8AQG0
contig_7	cds	10630	11595	-	JJLLKI_02656	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A2R6
contig_7	cds	12257	13138	-	JJLLKI_02657	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P67688
contig_7	cds	13150	14601	-	JJLLKI_02658	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLN9
contig_7	cds	14591	14833	-	JJLLKI_02659	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5H9MZW9
contig_7	cds	14942	16291	-	JJLLKI_02660	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPM0
contig_7	cds	16302	16772	-	JJLLKI_02661	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPM1
contig_7	cds	17165	17764	-	JJLLKI_02662	391.0	2.5e-141	1.0	1.0	1.0	BlastRules:WP_001241496
contig_7	cds	17765	18769	-	JJLLKI_02663	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P67347
contig_7	cds	18882	19856	-	JJLLKI_02664	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Z0J669
contig_7	cds	20060	22000	+	JJLLKI_02665	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A607GI83
contig_7	cds	22308	23351	+	JJLLKI_02666	665.0	6.6e-245	1.0	1.0	1.0	BlastRules:WP_000466737
contig_7	cds	23416	24468	+	JJLLKI_02667	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8ZLP3
contig_7	cds	24468	24959	+	JJLLKI_02668	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q7CPM3
contig_7	cds	24968	25561	+	JJLLKI_02669	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q5PJV0
contig_7	cds	25551	27020	+	JJLLKI_02670	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5I4TUX3
contig_7	cds	27131	30931	+	JJLLKI_02671	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A3Y2DK07
